,wine_alcohol,wine_category,wine_country,wine_description,wine_name,wine_point,wine_price,wine_region,wine_variety,year
680,,Port/Sherry,Portugal,"A hugely, almost uncomfortably sweet wine with strong aromatics. It has some attractive acidity, but the sweetness detracts from any other character. ",Cockburn's NV 10-year old tawny  (Port),83,30,Port,Port,
681,,Port/Sherry,Portugal,"An easy, fresh, ripe style, with dried fruits and a perfume note that is spoiled  by the rubber character and some old wood. Anybody who stays in Portugal's pousadas, the state-run hotels, will have had this brand. ",C. da Silva NV Presidential 20-year old tawny  (Port),84,50,Port,Port,
682,,Port/Sherry,Portugal,"Oreo eaters will enjoy the aromas of this wine, with its sweet, milk chocolate tastes. But apart from that it is unbalanced, too acid for real pleasure. ",Casa Santa Eufemia NV 30-year old tawny  (Port),84,30,Port,Port,
683,,Port/Sherry,Portugal,"This is a very old 40-year old, with some harsh, burnt and rubber flavors. There's high acidity and caramel toffee, masking the mature fruit. Imported by HGC Imports. ",Poças NV 40-year old tawny  (Port),84,130,Port,Port,
684,,Port/Sherry,Portugal,"This is more like an Italian bitters than a Port, with its roasted coffee aromas, and bitter flavors. Almost medicinal. ",Messias NV 30-year old tawny  (Port),84,60,Port,Port,
685,,Port/Sherry,Portugal,"A sadly unbalanced wine from a company that has a name for tawny Ports. With its sweetness, marred by a touch of reduction (too long in old barrels?), it has a curious sweet/sour aftertaste. ",Ferreira NV 10-year old tawny  (Port),84,10,Port,Port,
686,,Port/Sherry,Portugal,"This is very burnt, offering concentrated old fruit flavors and tasting very mature, straight from the barrel. There's some bitterness, but the main impression is of very old wine. Imported by T. Edward Wines Ltd. ",Casa Santa Eufemia NV 40-year old tawny  (Port),85,40,Port,Port,
687,,Port/Sherry,Portugal,"A dry, fruity wine, burnt with acidity and somewhat unbalanced spirit. It's firm, dry, but rather dull. ",Quarles Harris NV 10-year old tawny  (Port),85,10,Port,Port,
688,,Port/Sherry,Portugal,"This is a huge, concentrated, dry wine, which is left very unbalanced by the burnt character and the dominance of the spirit. tThe acid ity, at least, leaves freshness. ",Warre's NV Plus 20-year old tawny  (Port),85,46,Port,Port,
689,,Port/Sherry,Portugal,"A very soft, easy wine, with some good concentration that just lacks a central core. ",Quinta do Portal NV 10-year old tawny  (Port),85,22,Port,Port,
690,,Port/Sherry,Portugal,"A well-balanced, simple wine, with pleasant rich fruit and refreshing acidity. This tastes younger than a 20-year-old, but is still attractive enough. ",Barros NV 20-year old tawny  (Port),85,42,Port,Port,
691,,Port/Sherry,Portugal,"It is the harshness, with unbalanced spirit, that mars what is otherwise a mature, dry style with good burned caramel flavors. ",Sandeman NV 20-year old tawny  (Port),85,50,Port,Port,
692,,Port/Sherry,Portugal,"Rozes has always supplied the French market with inexpensive Port. But it is also able to produce some more serious aged tawnies, such as this fresh, ripe, fig-flavored wine. ",Rozes NV 10-year old tawny  (Port),86,27,Port,Port,
693,,Port/Sherry,Portugal,"An attractive, relatively simple wine with dense chocolate flavors and some good, concentrated fruit. ",Barros NV 30-year old tawny  (Port),86,85,Port,Port,
694,,Port/Sherry,Portugal,"This independent company has a reputation for its aged tawnies. This 10-Year Oldis in the sweet style, but it has a fine freshness, as well as flavors of figs and firm, structured fruit at its core. ",Poças NV 10-year old tawny  (Port),86,20,Port,Port,
695,20.0,Port/Sherry,Portugal,"Floral and spicy on the nose, leading into ripe blackberry and blueberry flavors. Not the richest mouthfeel or deepest flavors, but a pretty Port that finishes with crisp acidity and firm tannins. Drink 2010–2020. Imported by Signature Imports. ",Poças 2001 Vintage  (Port),89,70,Port,Port, 2001
696,19.5,Port/Sherry,Portugal,"With its gorgeous scents of spice cake and dates, this is a seductive LBV from the very start. It's ripe and round in the mouth, soft and lush on the finish, with a cavalcade of fig, date, chocolate and dried-spice flavors. Drink now. Imported by Premium Port Wines, Inc. ",Dow's 2000 LBV  (Port),89,20,Port,Port, 2000
698,20.0,Port/Sherry,Portugal,"Plummy on the nose, with the ripe aromas accented by hints of dried flowers. In the mouth, the texture is rich—almost syrupy—and the flavors head toward prune and chocolate fudge, finishing on drier, more complex notes of cocoa powder and spice. Imported by Kobrand. ",Fonseca 2000 LBV  (Port),90,25,Port,Port, 2000
699,,Port/Sherry,Portugal,"Still in the flush of youth, this creamy-textured vintage Port strikes all the right notes, from complex aromas to powerful flavors. Blackberry, plum and earth notes finish long, buttressed by supple tannins. Based on the rapid maturation of the 2001 and 2002, drink this one from 2010-2020. ",Quinta de Ventozelo 2003 Vintage  (Port),92,60,Port,Port, 2003
700,20.0,Port/Sherry,Portugal,"Already throwing considerable sediment and possessed of a creamy, supple mouthfeel, this is a vintage Port that should probably be consumed young. Enjoy its lush blueberry fruit, chocolate and spice complexity over the next 10 years. Imported by Supreme Wines & Spirits. ",Quinta de Ventozelo 2002 Vintage  (Port),92,50,Port,Port, 2002
701,15.8,Red,US,"Pours dark and heavy looking, and the aroma suggests Port, which the first sip confirms. Despite official descriptions as dry, the wine tastes sweet and hot, thanks to nearly 16 percent of alcohol. ",Holdredge 2004 Zinfandel (Alexander Valley),80,24,California,Zinfandel, 2004
702,19.0,Dessert,US,"Try this sweet, soft, simple sipper, with its flavors of crème de cassis, rum and cola, and sugared coffee, with crunchy butter cookies or pound cake. ",Brutocao 2004 Feliz #62 Zinfandel Port (Mendocino),85,32,California,Port, 2004
705,,Port/Sherry,Portugal,"There are many failings here: reductive, volatile, unbalanced acidity. But just somewhere there is a small streak of orange marmalade. ",Quinta das Heredias NV 20-year old tawny  (Port),80,50,Port,Port,
706,,Port/Sherry,Portugal,"The burnt character is too dominant in this wine, and it smothers any fruit there is. Just a touch dry as well. ",Feist NV 20-year old tawny  (Port),81,49,Port,Port,
707,,Port/Sherry,Portugal,"Tart, hard and burnt, this wine is completely spoilt by the harsh spirits which dominate. ",Messias NV 20-year old tawny  (Port),81,40,Port,Port,
708,,Port/Sherry,Portugal,"This tastes very old, and any fruit is suppressed by flavors of liquorice and burnt wood. ",Casa Santa Eufemia NV 20-year old tawny  (Port),82,20,Port,Port,
709,,Port/Sherry,Portugal,"Lovers of Italian bitters should pay attention to this wine. It's medicinal character is very intense, very herbal. Good for the stomach, maybe, but it's not Port. ",Barros NV 40-year old tawny  (Port),82,130,Port,Port,
710,,Port/Sherry,Portugal,"This has a burnt, dry style, with high acidity. It tastes more mature than a 10-year-old. ",Feist NV 10-year old tawny  (Port),82,23,Port,Port,
711,,Port/Sherry,Portugal,"Dry, rather burnt, with sweetness, but dominated by unbalanced spirit. ",Cockburn's NV 20-year old tawny  (Port),82,50,Port,Port,
712,,Port/Sherry,Portugal,"Very burnt and harsh, with spirit dominating, this is a sad showing for such a famous name. ",Croft NV 20-year old tawny  (Port),82,53,Port,Port,
713,,Dessert,US,"Like a nice LBV Port, this is a not too sweet, richly fruited wine balanced by crisp acids. The flavors veer toward dark chocolate, with crème de cassis and roasted coffeebean accents and an orange peel or marmalade flourish. It's a marvelous, delicious sipper on a late, cold night. ",Williams Selyem 2001 Mistral Vineyard Port (Central Coast),93,35,California,Port, 2001
714,,Red,US,"It's hard to know what to make of this wine. With 17.4% alcohol, it's more of a Port, except that it's dry. It's clean, with firm tannins framing deep coffee, blackberry and leather flavors, and actually possesses some charm and elegance despite the size. ",Stuart Cellars 2003 Select Reserve Zinfandel (Temecula),85,30,California,Zinfandel, 2003
715,15.0,Port/Sherry,Spain,"Yellow in tint, with slightly pasty aromas that quickly morph into nuttiness. The palate is full of nuts and butter, while the finish throws off mushroom. Not oxidized, but on the round side. ",Bodegas Dios Baco S.L. NV Fino Sherry Sherry (Jerez),87,18,Andalucia,Sherry,
716,15.0,Port/Sherry,Spain,"Perfectly good and fresh, and consistent with years past. This manzanilla earns points for its dryness, its good mouthfeel, and its nutty finish. Is it the most complex wine from Sanlucar? Maybe not; but it's tasty and made right. ","Domecq NV Light, Very Dry Manzanilla Sherry (Jerez)",87,14,Andalucia,Sherry,
717,17.0,Port/Sherry,Spain,"Clean, nutty and smooth, if a touch neutral on the nose. The palate pushes more nuts and distant white fruits, followed by a finish of fleur de sel and cashew butter. Slightly heavy but that's the style; like its sister manzanilla, this wine is very consistent year to year. ",Domecq NV La Ina Fino Sherry (Jerez),88,14,Andalucia,Sherry,
719,16.0,Port/Sherry,Spain,"Quite yellow, with toffee, peanuts and light fruit aromas. Big and round in the mouth, with dried apple, almond and white pepper flavors. Full and long late, with tons of texture and a strong mushroom accent. Powerful, so you'd better be a fino fan if you're going to tackle this one. ",Sanchez Romate NV Fino Marismeno Reservas Sherry (Jerez),90,15,Andalucia,Sherry,
720,15.0,Port/Sherry,Spain,"Top-notch manzanilla, plain and simple. What's not plain and simple is the fact that this is so pure and smooth that it dances across your palate. From the vanilla and almond on the nose to the pastry and mushroom on the palate to the creamed butter on the finish, this is as good as it gets in this class. ",Bodegas Dios Baco S.L. NV Manzanilla Sherry (Jerez),91,9,Andalucia,Sherry,
722,,Dessert,US,"Harsh in texture, this Port-style wine has strong flavors of mocha and sweet blackberry and cherry marmalade. As attractively sweet as it is, there's a sharp roughness that detracts. ",Dry Creek Vineyard 2003 Late Harvest Zinfandel (Dry Creek Valley),83,30,California,Zinfandel, 2003
723,,Dessert,US,"Only 150 cases were produced of this wine. It's a lovely sipper, rich and sweet in cassis, coffee and chocolate flavors that are wrapped in smooth, velvety tannins. The fruity sweetness really kicks in mid-palate and lasts through a decadant finish. ",Lolonis 2003 Late Harvest Zinfandel Port Zinfandel (Redwood Valley),92,32,California,Zinfandel, 2003
724,,Dessert,US,"Made from Viognier and Roussanne, this intensely sweet wine has rich flavors of the ripest apricots and white peaches, drizzled with vanilla and cinnamon spice. The texture can only be described as voluptuous. Acidity is good, providing a cleansing balance. The alcohol is a very high 18 percent. This is sheer decadence. ",Shenandoah 2004 ReZerve White Port White (Amador County),93,17,California,White Blend, 2004
725,20.5,Dessert,US,"Made with Portuguese varieties, this dessert wine is sweet and simple. It has cherry compote, chocolate and sweetened coffee flavors, with a thick texture balanced with good, crisp acidity. ",Robert Hall 2003 Vintage Port (Paso Robles),84,28,California,Port, 2003
726,19.5,Port/Sherry,Portugal,"Shows a lifted fruit character on the nose—maybe even a little hint of nail polish—but also some earth and berry scents. Bright raspberry flavors on the palate are backed by mineral notes, finishing crisp. Lacks the weight and structure of the best vintage Ports. Imported by W.J. Deutsch & Sons. ",Quinta do Vale Meão 2003 Vintage  (Port),87,30,Port,Port, 2003
727,20.0,Port/Sherry,Portugal,"Less lush and welcoming than the other LBVs reviewed for this issue, C. da Silva's Presidential brand instead shows more acidity and tannin. The result is a crisp, pepper- and plum-flavored Port with a slight rancio quality. Imported by Jack Poust & Co., Inc. ",Presidential 2000 LBV  (Port),87,20,Port,Port, 2000
728,14.0,Red,Portugal,"This is a bold, exuberantly fruity blend of 40% Touriga Franca, 40% Tinta Roriz and 20% Tinta Barroca. Mulberry and boysenberry flavors pick up hints of baked pie crust. A bit drying on the finish, but it also shows good depth of fruit. A new wine, with no track record for aging, so drink now and over the next few years. Imported by Premium Port Wines, Inc. ",Dow's 2004 Vale do Bomfim Reserva Red (Douro),88,12,Douro,Portuguese Red, 2004
729,20.0,Port/Sherry,Portugal,"Doesn't show the richness or complexity of its younger counterparts, but this effort from Ventozelo is still pretty good. Modest floral and chocolate notes and youthful grapy flavors hint at further aging potential, but the tannins are already soft. Better to err on the young side and drink it over the next several years. Imported by Supreme Wines & Spirits. ",Quinta de Ventozelo 2001 Vintage  (Port),88,50,Port,Port, 2001
